0
Diameter:	   5.88
   1.00
Area:	  27.1547
GaugeLength:	  50.00
2016-3-28
Aco 1020
1
DataNumber:	2093
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
  556	 11.4000	  0.1220	   1.872	 111.395
  557	 11.4200	  0.1220	   1.876	 111.595
  558	 11.4400	  0.1220	   1.879	 111.795
  559	 11.4600	  0.1220	   1.882	 111.995
  560	 11.4800	  0.1220	   1.886	 112.195
  561	 11.5040	  0.1240	   1.889	 112.395
  562	 11.5240	  0.1240	   1.892	 112.595
  563	 11.5440	  0.1240	   1.896	 112.795
  564	 11.5640	  0.1240	   1.899	 112.995
  565	 11.5840	  0.1240	   1.902	 113.195
  566	 11.6040	  0.1240	   1.906	 113.395
  567	 11.6240	  0.1260	   1.910	 113.595
  568	 11.6440	  0.1260	   1.912	 113.795
  569	 11.6680	  0.1260	   1.916	 113.995
  570	 11.6880	  0.1260	   1.920	 114.195
  571	 11.7080	  0.1260	   1.923	 114.395
  572	 11.7280	  0.1260	   1.926	 114.595
  573	 11.7520	  0.1280	   1.930	 114.795
  574	 11.7720	  0.1260	   1.933	 114.995
  575	 11.7920	  0.1260	   1.936	 115.195
  576	 11.8120	  0.1280	   1.940	 115.395
  577	 11.8320	  0.1280	   1.942	 115.595
  578	 11.8520	  0.1280	   1.946	 115.795
  579	 11.8720	  0.1280	   1.950	 115.995
  580	 11.8920	  0.1280	   1.952	 116.195
  581	 11.9160	  0.1280	   1.956	 116.395
  582	 11.9360	  0.1300	   1.960	 116.595
  583	 11.9560	  0.1300	   1.962	 116.795
  584	 11.9760	  0.1300	   1.966	 116.995
  585	 11.9960	  0.1300	   1.969	 117.195
  586	 12.0200	  0.1300	   1.972	 117.395
  587	 12.0400	  0.1300	   1.976	 117.595
  588	 12.0600	  0.1320	   1.979	 117.795
  589	 12.0800	  0.1320	   1.982	 117.995
  590	 12.1000	  0.1320	   1.985	 118.195
  591	 12.1200	  0.1320	   1.989	 118.395
  592	 12.1400	  0.1320	   1.992	 118.595
  593	 12.1600	  0.1320	   1.995	 118.795
  594	 12.1800	  0.1320	   1.999	 118.995
  595	 12.2000	  0.1340	   2.001	 119.195
  596	 12.2240	  0.1340	   2.005	 119.395
  597	 12.2440	  0.1340	   2.009	 119.595
  598	 12.2640	  0.1340	   2.011	 119.795
  599	 12.2840	  0.1340	   2.015	 119.995
  600	 12.3040	  0.1360	   2.017	 120.195
  601	 12.3240	  0.1340	   2.021	 120.395
  602	 12.3440	  0.1360	   2.024	 120.595
  603	 12.3640	  0.1360	   2.027	 120.795
  604	 12.3880	  0.1360	   2.031	 120.995
  605	 12.4080	  0.1360	   2.034	 121.195
  606	 12.4280	  0.1360	   2.037	 121.395
  607	 12.4440	  0.1360	   2.040	 121.595
  608	 12.4680	  0.1380	   2.044	 121.795
  609	 12.4880	  0.1380	   2.046	 121.995
  610	 12.5080	  0.1380	   2.050	 122.195
  611	 12.5280	  0.1380	   2.054	 122.395
  612	 12.5520	  0.1400	   2.056	 122.595
  613	 12.5720	  0.1400	   2.060	 122.795
  614	 12.5920	  0.1400	   2.062	 122.995
  615	 12.6120	  0.1400	   2.066	 123.195
  616	 12.6360	  0.1400	   2.069	 123.395
  617	 12.6560	  0.1400	   2.072	 123.595
  618	 12.6720	  0.1420	   2.076	 123.795
  619	 12.6960	  0.1420	   2.079	 123.995
  620	 12.7160	  0.1420	   2.082	 124.195
  621	 12.7360	  0.1420	   2.086	 124.395
  622	 12.7560	  0.1420	   2.089	 124.595
  623	 12.7760	  0.1440	   2.092	 124.795
  624	 12.7960	  0.1440	   2.095	 124.995
  625	 12.8160	  0.1440	   2.099	 125.195
  626	 12.8360	  0.1440	   2.101	 125.395
  627	 12.8560	  0.1440	   2.105	 125.595
  628	 12.8760	  0.1440	   2.107	 125.795
  629	 12.8960	  0.1460	   2.111	 125.995
  630	 12.9160	  0.1460	   2.115	 126.195
  631	 12.9360	  0.1460	   2.118	 126.395
  632	 12.9560	  0.1460	   2.121	 126.595
  633	 12.9760	  0.1460	   2.124	 126.795
  634	 12.9960	  0.1480	   2.128	 126.995
  635	 13.0160	  0.1480	   2.130	 127.195
  636	 13.0360	  0.1480	   2.134	 127.395
  637	 13.0560	  0.1480	   2.138	 127.595
  638	 13.0760	  0.1480	   2.140	 127.795
  639	 13.0960	  0.1500	   2.144	 127.995
  640	 13.1160	  0.1500	   2.146	 128.195
  641	 13.1360	  0.1500	   2.150	 128.395
  642	 13.1560	  0.1520	   2.152	 128.595
  643	 13.1760	  0.1520	   2.156	 128.795
  644	 13.1960	  0.1520	   2.159	 128.995
  645	 13.2160	  0.1520	   2.162	 129.195
  646	 13.2360	  0.1520	   2.166	 129.395
  647	 13.2560	  0.1520	   2.169	 129.595
  648	 13.2760	  0.1540	   2.172	 129.795
  649	 13.2960	  0.1540	   2.175	 129.995
  650	 13.3160	  0.1540	   2.179	 130.195
  651	 13.3320	  0.1540	   2.182	 130.395
  652	 13.3520	  0.1540	   2.185	 130.595
  653	 13.3720	  0.1560	   2.189	 130.795
  654	 13.3920	  0.1560	   2.191	 130.995
  655	 13.4120	  0.1560	   2.195	 131.195
  656	 13.4320	  0.1560	   2.197	 131.395
  657	 13.4520	  0.1580	   2.201	 131.595
  658	 13.4720	  0.1580	   2.204	 131.795
  659	 13.4920	  0.1580	   2.207	 131.995
  660	 13.5120	  0.1600	   2.211	 132.195
  661	 13.5320	  0.1600	   2.214	 132.395
  662	 13.5480	  0.1600	   2.217	 132.595
  663	 13.5680	  0.1600	   2.220	 132.795
  664	 13.5880	  0.1600	   2.224	 132.995
  665	 13.6080	  0.1620	   2.226	 133.195
  666	 13.6280	  0.1620	   2.230	 133.395
  667	 13.6480	  0.1620	   2.232	 133.595
  668	 13.6680	  0.1620	   2.236	 133.795
  669	 13.6840	  0.1640	   2.239	 133.995
  670	 13.7040	  0.1620	   2.243	 134.195
  671	 13.7240	  0.1640	   2.246	 134.395
  672	 13.7440	  0.1640	   2.249	 134.595
  673	 13.7640	  0.1660	   2.253	 134.795
  674	 13.7800	  0.1660	   2.255	 134.995
  675	 13.8000	  0.1660	   2.259	 135.195
  676	 13.8200	  0.1660	   2.261	 135.395
  677	 13.8400	  0.1660	   2.265	 135.595
  678	 13.8560	  0.1680	   2.269	 135.795
  679	 13.8760	  0.1680	   2.271	 135.995
  680	 13.8960	  0.1700	   2.275	 136.195
  681	 13.9160	  0.1700	   2.277	 136.395
  682	 13.9320	  0.1700	   2.281	 136.595
  683	 13.9560	  0.1700	   2.284	 136.795
  684	 13.9760	  0.1720	   2.287	 136.995
  685	 13.9920	  0.1720	   2.291	 137.195
  686	 14.0080	  0.1720	   2.294	 137.395
  687	 14.0320	  0.1720	   2.297	 137.595
  688	 14.0520	  0.1740	   2.300	 137.795
  689	 14.0680	  0.1740	   2.304	 137.995
  690	 14.0840	  0.1740	   2.306	 138.195
  691	 14.1040	  0.1760	   2.310	 138.395
  692	 14.1240	  0.1760	   2.314	 138.595
  693	 14.1400	  0.1760	   2.316	 138.795
  694	 14.1600	  0.1760	   2.320	 138.995
  695	 14.1760	  0.1780	   2.322	 139.195
  696	 14.1960	  0.1780	   2.326	 139.395
  697	 14.2160	  0.1780	   2.329	 139.595
  698	 14.2360	  0.1800	   2.332	 139.795
  699	 14.2520	  0.1800	   2.336	 139.995
  700	 14.2720	  0.1800	   2.339	 140.195
  701	 14.2880	  0.1820	   2.342	 140.395
  702	 14.3080	  0.1820	   2.345	 140.595
  703	 14.3240	  0.1820	   2.349	 140.795
  704	 14.3440	  0.1840	   2.351	 140.995
  705	 14.3600	  0.1840	   2.355	 141.195
  706	 14.3800	  0.1840	   2.359	 141.395
  707	 14.3960	  0.1860	   2.361	 141.595
  708	 14.4160	  0.1860	   2.365	 141.795
  709	 14.4320	  0.1860	   2.367	 141.995
  710	 14.4520	  0.1880	   2.371	 142.195
  711	 14.4680	  0.1880	   2.374	 142.395
  712	 14.4840	  0.1880	   2.378	 142.595
  713	 14.5040	  0.1900	   2.380	 142.795
  714	 14.5240	  0.1900	   2.384	 142.995
  715	 14.5400	  0.1900	   2.386	 143.195
  716	 14.5560	  0.1920	   2.390	 143.395
  717	 14.5760	  0.1920	   2.392	 143.595
  718	 14.5920	  0.1920	   2.396	 143.795
  719	 14.6120	  0.1940	   2.400	 143.995
  720	 14.6280	  0.1940	   2.402	 144.195
  721	 14.6440	  0.1960	   2.406	 144.395
  722	 14.6640	  0.1960	   2.409	 144.595
  723	 14.6800	  0.1960	   2.412	 144.795
  724	 14.6960	  0.1980	   2.415	 144.995
  725	 14.7160	  0.1980	   2.419	 145.195
  726	 14.7320	  0.2000	   2.421	 145.395
  727	 14.7480	  0.2000	   2.425	 145.595
  728	 14.7680	  0.2020	   2.429	 145.795
  729	 14.7840	  0.2020	   2.431	 145.995
  730	 14.8000	  0.2020	   2.435	 146.195
  731	 14.8200	  0.2040	   2.438	 146.395
  732	 14.8360	  0.2040	   2.441	 146.595
  733	 14.8560	  0.2060	   2.444	 146.795
  734	 14.8720	  0.2060	   2.447	 146.995
  735	 14.8880	  0.2060	   2.450	 147.195
  736	 14.9040	  0.2080	   2.454	 147.395
  737	 14.9200	  0.2080	   2.457	 147.595
  738	 14.9360	  0.2100	   2.460	 147.795
  739	 14.9560	  0.2100	   2.464	 147.995
  740	 14.9720	  0.2120	   2.466	 148.195
  741	 14.9880	  0.2120	   2.470	 148.395
  742	 15.0040	  0.2140	   2.472	 148.595
  743	 15.0200	  0.2140	   2.476	 148.795
  744	 15.0360	  0.2160	   2.479	 148.995
  745	 15.0560	  0.2160	   2.482	 149.195
  746	 15.0720	  0.2160	   2.486	 149.395
  747	 15.0840	  0.2180	   2.489	 149.595
  748	 15.1000	  0.2200	   2.492	 149.795
  749	 15.1160	  0.2200	   2.495	 149.995
  750	 15.1320	  0.2220	   2.499	 150.195
  751	 15.1480	  0.2220	   2.501	 150.395
  752	 15.1640	  0.2240	   2.505	 150.595
  753	 15.1800	  0.2240	   2.509	 150.795
  754	 15.1960	  0.2260	   2.511	 150.995
  755	 15.2120	  0.2260	   2.515	 151.195
  756	 15.2240	  0.2280	   2.517	 151.395
  757	 15.2400	  0.2280	   2.521	 151.595
  758	 15.2560	  0.2280	   2.524	 151.795
  759	 15.2720	  0.2300	   2.527	 151.995
  760	 15.2880	  0.2320	   2.530	 152.195
  761	 15.3040	  0.2320	   2.534	 152.395
  762	 15.3200	  0.2340	   2.536	 152.595
  763	 15.3320	  0.2340	   2.540	 152.795
  764	 15.3520	  0.2360	   2.543	 152.995
  765	 15.3640	  0.2380	   2.546	 153.195
  766	 15.3800	  0.2380	   2.549	 153.395
  767	 15.3960	  0.2400	   2.553	 153.595
  768	 15.4080	  0.2400	   2.556	 153.795
  769	 15.4240	  0.2420	   2.559	 153.995
  770	 15.4400	  0.2420	   2.562	 154.195
  771	 15.4520	  0.2440	   2.565	 154.395
  772	 15.4720	  0.2460	   2.569	 154.595
  773	 15.4840	  0.2460	   2.571	 154.795
  774	 15.5000	  0.2480	   2.575	 154.995
  775	 15.5160	  0.2480	   2.577	 155.195
  776	 15.5280	  0.2500	   2.581	 155.395
  777	 15.5400	  0.2500	   2.584	 155.595
  778	 15.5560	  0.2520	   2.587	 155.795
  779	 15.5680	  0.2540	   2.591	 155.995
  780	 15.5840	  0.2540	   2.594	 156.195
  781	 15.6000	  0.2560	   2.597	 156.395
  782	 15.6120	  0.2580	   2.600	 156.595
  783	 15.6280	  0.2580	   2.604	 156.795
  784	 15.6400	  0.2580	   2.606	 156.995
  785	 15.6560	  0.2600	   2.610	 157.195
  786	 15.6680	  0.2620	   2.612	 157.395
  787	 15.6840	  0.2640	   2.616	 157.595
  788	 15.6960	  0.2640	   2.619	 157.795
  789	 15.7080	  0.2660	   2.622	 157.995
  790	 15.7240	  0.2580	   2.626	 158.195
  791	 15.7360	  0.2600	   2.629	 158.395
  792	 15.7480	  0.2620	   2.632	 158.595
  793	 15.7640	  0.2640	   2.635	 158.795
  794	 15.7760	  0.2660	   2.639	 158.995
  795	 15.7880	  0.2660	   2.641	 159.195
  796	 15.8040	  0.2680	   2.645	 159.395
  797	 15.8200	  0.2700	   2.648	 159.595
  798	 15.8320	  0.2700	   2.651	 159.795
  799	 15.8400	  0.2720	   2.654	 159.995
  800	 15.8560	  0.2740	   2.658	 160.195
  801	 15.8720	  0.2740	   2.660	 160.395
  802	 15.8840	  0.2760	   2.664	 160.595
  803	 15.8960	  0.2780	   2.666	 160.795
  804	 15.9080	  0.2800	   2.670	 160.995
  805	 15.9240	  0.2820	   2.674	 161.195
  806	 15.9360	  0.2820	   2.676	 161.395
  807	 15.9480	  0.2840	   2.680	 161.595
  808	 15.9600	  0.2860	   2.682	 161.795
  809	 15.9720	  0.2860	   2.686	 161.995
  810	 15.9880	  0.2880	   2.689	 162.195
  811	 16.0000	  0.2900	   2.692	 162.395
  812	 16.0120	  0.2920	   2.695	 162.595
  813	 16.0240	  0.2920	   2.699	 162.795
  814	 16.0400	  0.2940	   2.701	 162.995
  815	 16.0480	  0.2960	   2.705	 163.195
  816	 16.0600	  0.2980	   2.709	 163.395
  817	 16.0720	  0.3000	   2.711	 163.595
  818	 16.0800	  0.3000	   2.715	 163.795
  819	 16.0920	  0.3020	   2.717	 163.995
  820	 16.1080	  0.3040	   2.721	 164.195
  821	 16.1200	  0.3060	   2.724	 164.395
  822	 16.1320	  0.3060	   2.727	 164.595
  823	 16.1440	  0.3080	   2.730	 164.795
  824	 16.1560	  0.3100	   2.734	 164.995
  825	 16.1640	  0.3120	   2.736	 165.195
  826	 16.1760	  0.3140	   2.740	 165.395
  827	 16.1880	  0.3140	   2.742	 165.595
  828	 16.2000	  0.3160	   2.746	 165.795
  829	 16.2120	  0.3180	   2.749	 165.995
  830	 16.2240	  0.3200	   2.753	 166.195
  831	 16.2320	  0.3220	   2.756	 166.395
  832	 16.2480	  0.3220	   2.759	 166.595
  833	 16.2560	  0.3240	   2.763	 166.795
  834	 16.2680	  0.3260	   2.765	 166.995
  835	 16.2800	  0.3280	   2.769	 167.195
  836	 16.2920	  0.3300	   2.771	 167.395
  837	 16.3040	  0.3320	   2.775	 167.595
  838	 16.3160	  0.3320	   2.777	 167.795
  839	 16.3240	  0.3340	   2.781	 167.995
  840	 16.3360	  0.3360	   2.784	 168.195
  841	 16.3440	  0.3380	   2.787	 168.395
  842	 16.3560	  0.3400	   2.790	 168.595
  843	 16.3640	  0.3420	   2.794	 168.795
  844	 16.3760	  0.3440	   2.797	 168.995
  845	 16.3880	  0.3440	   2.800	 169.195
  846	 16.3960	  0.3460	   2.804	 169.395
  847	 16.4080	  0.3480	   2.806	 169.595
  848	 16.4200	  0.3500	   2.810	 169.795
  849	 16.4280	  0.3520	   2.812	 169.995
  850	 16.4400	  0.3540	   2.816	 170.195
  851	 16.4520	  0.3560	   2.819	 170.395
  852	 16.4600	  0.3560	   2.822	 170.595
  853	 16.4720	  0.3580	   2.825	 170.795
  854	 16.4800	  0.3600	   2.829	 170.995
  855	 16.4920	  0.3620	   2.831	 171.195
  856	 16.5000	  0.3640	   2.835	 171.395
  857	 16.5120	  0.3660	   2.839	 171.595
  858	 16.5200	  0.3680	   2.841	 171.795
  859	 16.5320	  0.3680	   2.845	 171.995
  860	 16.5400	  0.3720	   2.847	 172.195
  861	 16.5520	  0.3740	   2.851	 172.395
  862	 16.5600	  0.3760	   2.854	 172.595
  863	 16.5680	  0.3760	   2.857	 172.795
  864	 16.5760	  0.3780	   2.860	 172.995
  865	 16.5880	  0.3800	   2.864	 173.195
  866	 16.5960	  0.3820	   2.866	 173.395
  867	 16.6080	  0.3840	   2.870	 173.595
  868	 16.6160	  0.3860	   2.872	 173.795
  869	 16.6240	  0.3880	   2.876	 173.995
  870	 16.6320	  0.3900	   2.879	 174.195
  871	 16.6440	  0.3920	   2.882	 174.395
  872	 16.6480	  0.3940	   2.886	 174.595
  873	 16.6600	  0.3960	   2.889	 174.795
  874	 16.6680	  0.3980	   2.892	 174.995
  875	 16.6760	  0.4000	   2.895	 175.195
  876	 16.6880	  0.4020	   2.899	 175.395
  877	 16.6960	  0.4040	   2.901	 175.595
  878	 16.7080	  0.4060	   2.905	 175.795
  879	 16.7120	  0.4080	   2.908	 175.995
  880	 16.7200	  0.4100	   2.911	 176.195
  881	 16.7320	  0.4120	   2.914	 176.395
  882	 16.7400	  0.4140	   2.918	 176.595
  883	 16.7440	  0.4160	   2.920	 176.795
  884	 16.7560	  0.4180	   2.924	 176.995
  885	 16.7640	  0.4200	   2.928	 177.195
  886	 16.7680	  0.4200	   2.930	 177.395
  887	 16.7800	  0.4240	   2.934	 177.595
  888	 16.7880	  0.4260	   2.936	 177.795
  889	 16.7960	  0.4260	   2.940	 177.995
  890	 16.8040	  0.4300	   2.942	 178.195
  891	 16.8120	  0.4320	   2.946	 178.395
  892	 16.8200	  0.4340	   2.949	 178.595
  893	 16.8280	  0.4340	   2.952	 178.795
  894	 16.8360	  0.4380	   2.955	 178.995
  895	 16.8400	  0.4400	   2.959	 179.195
  896	 16.8520	  0.4420	   2.962	 179.395
  897	 16.8600	  0.4440	   2.965	 179.595
  898	 16.8640	  0.4460	   2.969	 179.795
  899	 16.8760	  0.4480	   2.971	 179.995
  900	 16.8800	  0.4500	   2.975	 180.195
  901	 16.8880	  0.4520	   2.977	 180.395
  902	 16.8920	  0.4540	   2.981	 180.595
  903	 16.9000	  0.4560	   2.984	 180.795
  904	 16.9080	  0.4580	   2.987	 180.995
  905	 16.9160	  0.4600	   2.990	 181.195
  906	 16.9240	  0.4620	   2.994	 181.395
  907	 16.9320	  0.4640	   2.996	 181.595
  908	 16.9400	  0.4660	   3.000	 181.795
  909	 16.9440	  0.4680	   3.004	 181.995
  910	 16.9520	  0.4700	   3.006	 182.195
  911	 16.9560	  0.4740	   3.010	 182.395
  912	 16.9640	  0.4760	   3.013	 182.595
  913	 16.9720	  0.4780	   3.016	 182.795
  914	 16.9800	  0.4800	   3.019	 182.995
  915	 16.9880	  0.4820	   3.023	 183.195
  916	 16.9920	  0.4840	   3.026	 183.395
  917	 17.0000	  0.4860	   3.029	 183.595
  918	 17.0040	  0.4880	   3.033	 183.795
  919	 17.0120	  0.4900	   3.036	 183.995
  920	 17.0160	  0.4920	   3.039	 184.195
  921	 17.0240	  0.4960	   3.043	 184.395
  922	 17.0280	  0.4980	   3.045	 184.595
  923	 17.0360	  0.5000	   3.049	 184.795
  924	 17.0440	  0.5020	   3.051	 184.995
  925	 17.0480	  0.5040	   3.055	 185.195
  926	 17.0520	  0.5060	   3.059	 185.395
  927	 17.0600	  0.5080	   3.061	 185.595
  928	 17.0680	  0.5100	   3.065	 185.795
  929	 17.0720	  0.5120	   3.067	 185.995
  930	 17.0800	  0.5160	   3.071	 186.195
  931	 17.0840	  0.5180	   3.075	 186.395
  932	 17.0920	  0.5200	   3.077	 186.595
  933	 17.0960	  0.5220	   3.081	 186.795
  934	 17.1000	  0.5240	   3.084	 186.995
  935	 17.1080	  0.5260	   3.087	 187.195
  936	 17.1120	  0.5300	   3.091	 187.395
  937	 17.1160	  0.5320	   3.094	 187.595
  938	 17.1240	  0.5340	   3.097	 187.795
  939	 17.1280	  0.5360	   3.101	 187.995
  940	 17.1360	  0.5380	   3.104	 188.195
  941	 17.1400	  0.5420	   3.107	 188.395
  942	 17.1440	  0.5440	   3.111	 188.595
  943	 17.1480	  0.5460	   3.114	 188.795
  944	 17.1560	  0.5480	   3.117	 188.995
  945	 17.1600	  0.5500	   3.120	 189.195
  946	 17.1640	  0.5520	   3.124	 189.395
  947	 17.1680	  0.5560	   3.127	 189.595
  948	 17.1720	  0.5580	   3.130	 189.795
  949	 17.1800	  0.5600	   3.134	 189.995
  950	 17.1840	  0.5620	   3.138	 190.195
  951	 17.1880	  0.5660	   3.140	 190.395
  952	 17.1920	  0.5680	   3.144	 190.595
  953	 17.2000	  0.5700	   3.148	 190.795
  954	 17.2040	  0.5720	   3.150	 190.995
  955	 17.2080	  0.5760	   3.154	 191.195
  956	 17.2120	  0.5780	   3.156	 191.395
  957	 17.2160	  0.5800	   3.160	 191.595
  958	 17.2200	  0.5820	   3.164	 191.795
  959	 17.2280	  0.5840	   3.166	 191.995
  960	 17.2280	  0.5880	   3.170	 192.195
  961	 17.2360	  0.5900	   3.172	 192.395
  962	 17.2400	  0.5920	   3.176	 192.595
  963	 17.2440	  0.5940	   3.180	 192.795
  964	 17.2480	  0.5960	   3.182	 192.995
  965	 17.2520	  0.6000	   3.186	 193.195
  966	 17.2520	  0.6020	   3.189	 193.395
  967	 17.2600	  0.6040	   3.192	 193.595
  968	 17.2640	  0.6080	   3.196	 193.795
  969	 17.2680	  0.6100	   3.199	 193.995
  970	 17.2720	  0.6120	   3.202	 194.195
  971	 17.2760	  0.6140	   3.206	 194.395
  972	 17.2800	  0.6180	   3.209	 194.595
  973	 17.2840	  0.6200	   3.212	 194.795
  974	 17.2880	  0.6220	   3.216	 194.995
  975	 17.2920	  0.6240	   3.219	 195.195
  976	 17.2960	  0.6280	   3.222	 195.395
  977	 17.3000	  0.6300	   3.225	 195.595
  978	 17.3040	  0.6320	   3.229	 195.795
  979	 17.3080	  0.6360	   3.232	 195.995
  980	 17.3120	  0.6380	   3.235	 196.195
  981	 17.3160	  0.6400	   3.239	 196.395
  982	 17.3160	  0.6420	   3.241	 196.595
  983	 17.3200	  0.6460	   3.245	 196.795
  984	 17.3240	  0.6480	   3.249	 196.995
  985	 17.3280	  0.6500	   3.251	 197.195
  986	 17.3320	  0.6540	   3.255	 197.395
  987	 17.3360	  0.6560	   3.257	 197.595
  988	 17.3400	  0.6580	   3.261	 197.795
  989	 17.3440	  0.6620	   3.265	 197.995
  990	 17.3480	  0.6640	   3.267	 198.195
  991	 17.3480	  0.6660	   3.271	 198.395
  992	 17.3520	  0.6700	   3.275	 198.595
  993	 17.3560	  0.6720	   3.277	 198.795
  994	 17.3600	  0.6740	   3.281	 198.995
  995	 17.3640	  0.6780	   3.284	 199.195
  996	 17.3640	  0.6800	   3.287	 199.395
  997	 17.3680	  0.6820	   3.291	 199.595
  998	 17.3720	  0.6860	   3.294	 199.795
  999	 17.3760	  0.6880	   3.297	 199.995
 1000	 17.3800	  0.6900	   3.301	 200.195
 1001	 17.3840	  0.6940	   3.304	 200.395
 1002	 17.3840	  0.6960	   3.307	 200.595
 1003	 17.3880	  0.6980	   3.310	 200.795
 1004	 17.3920	  0.7020	   3.314	 200.995
 1005	 17.3960	  0.7040	   3.317	 201.195
 1006	 17.3960	  0.7060	   3.320	 201.395
 1007	 17.4000	  0.7100	   3.324	 201.595
 1008	 17.4000	  0.7120	   3.326	 201.795
 1009	 17.4040	  0.7140	   3.330	 201.995
 1010	 17.4080	  0.7180	   3.334	 202.195
 1011	 17.4080	  0.7200	   3.336	 202.395
 1012	 17.4120	  0.7220	   3.340	 202.595
 1013	 17.4120	  0.7260	   3.344	 202.795
 1014	 17.4200	  0.7280	   3.346	 202.995
 1015	 17.4200	  0.7320	   3.350	 203.195
 1016	 17.4240	  0.7340	   3.352	 203.395
 1017	 17.4280	  0.7360	   3.356	 203.595
 1018	 17.4280	  0.7400	   3.360	 203.795
 1019	 17.4320	  0.7420	   3.362	 203.995
 1020	 17.4320	  0.7440	   3.366	 204.195
 1021	 17.4360	  0.7480	   3.369	 204.395
 1022	 17.4400	  0.7500	   3.372	 204.595
 1023	 17.4440	  0.7540	   3.376	 204.795
 1024	 17.4440	  0.7560	   3.379	 204.995
 1025	 17.4480	  0.7580	   3.382	 205.195
 1026	 17.4480	  0.7620	   3.386	 205.395
 1027	 17.4520	  0.7640	   3.389	 205.595
 1028	 17.4520	  0.7680	   3.392	 205.795
 1029	 17.4560	  0.7700	   3.395	 205.995
 1030	 17.4600	  0.7720	   3.399	 206.195
 1031	 17.4600	  0.7760	   3.402	 206.395
 1032	 17.4640	  0.7780	   3.405	 206.595
 1033	 17.4680	  0.7820	   3.409	 206.795
 1034	 17.4680	  0.7840	   3.412	 206.995
 1035	 17.4720	  0.7860	   3.415	 207.195
 1036	 17.4760	  0.7900	   3.419	 207.395
 1037	 17.4760	  0.7920	   3.422	 207.595
 1038	 17.4760	  0.7960	   3.425	 207.795
 1039	 17.4800	  0.7980	   3.429	 207.995
 1040	 17.4800	  0.8020	   3.432	 208.195
 1041	 17.4840	  0.8040	   3.435	 208.395
 1042	 17.4880	  0.8080	   3.439	 208.595
 1043	 17.4880	  0.8100	   3.442	 208.795
 1044	 17.4920	  0.8120	   3.445	 208.995
 1045	 17.4960	  0.8160	   3.449	 209.195
 1046	 17.4960	  0.8180	   3.452	 209.395
 1047	 17.4960	  0.8220	   3.455	 209.595
 1048	 17.5000	  0.8240	   3.459	 209.795
 1049	 17.5000	  0.8260	   3.461	 209.995
 1050	 17.5040	  0.8300	   3.465	 210.195
 1051	 17.5080	  0.8320	   3.469	 210.395
 1052	 17.5080	  0.8360	   3.471	 210.595
 1053	 17.5120	  0.8380	   3.475	 210.795
 1054	 17.5120	  0.8420	   3.479	 210.995
 1055	 17.5120	  0.8440	   3.481	 211.195
 1056	 17.5160	  0.8460	   3.485	 211.395
 1057	 17.5200	  0.8500	   3.489	 211.595
 1058	 17.5200	  0.8520	   3.491	 211.795
 1059	 17.5200	  0.8560	   3.495	 211.995
 1060	 17.5240	  0.8580	   3.499	 212.195
 1061	 17.5240	  0.8620	   3.501	 212.395
 1062	 17.5280	  0.8640	   3.505	 212.595
 1063	 17.5280	  0.8680	   3.509	 212.795
 1064	 17.5320	  0.8700	   3.511	 212.995
 1065	 17.5320	  0.8740	   3.515	 213.195
 1066	 17.5360	  0.8760	   3.519	 213.395
 1067	 17.5360	  0.8780	   3.521	 213.595
 1068	 17.5360	  0.8820	   3.525	 213.795
 1069	 17.5360	  0.8840	   3.529	 213.995
 1070	 17.5400	  0.8880	   3.531	 214.195
 1071	 17.5400	  0.8900	   3.535	 214.395
 1072	 17.5440	  0.8940	   3.537	 214.595
 1073	 17.5440	  0.8960	   3.541	 214.795
 1074	 17.5480	  0.9000	   3.545	 214.995
 1075	 17.5520	  0.9020	   3.549	 215.195
 1076	 17.5520	  0.9060	   3.551	 215.395
 1077	 17.5520	  0.9080	   3.555	 215.595
 1078	 17.5520	  0.9100	   3.557	 215.795
 1079	 17.5560	  0.9140	   3.561	 215.995
 1080	 17.5560	  0.9160	   3.565	 216.195
 1081	 17.5560	  0.9200	   3.567	 216.395
 1082	 17.5600	  0.9220	   3.571	 216.595
 1083	 17.5600	  0.9260	   3.575	 216.795
 1084	 17.5640	  0.9280	   3.577	 216.995
 1085	 17.5640	  0.9320	   3.581	 217.195
 1086	 17.5680	  0.9340	   3.585	 217.395
 1087	 17.5680	  0.9380	   3.587	 217.595
 1088	 17.5680	  0.9400	   3.591	 217.795
 1089	 17.5680	  0.9420	   3.594	 217.995
 1090	 17.5720	  0.9460	   3.597	 218.195
 1091	 17.5760	  0.9500	   3.601	 218.395
 1092	 17.5760	  0.9520	   3.604	 218.595
 1093	 17.5760	  0.9560	   3.607	 218.795
 1094	 17.5800	  0.9580	   3.611	 218.995
 1095	 17.5800	  0.9620	   3.614	 219.195
 1096	 17.5800	  0.9640	   3.617	 219.395
 1097	 17.5840	  0.9660	   3.621	 219.595
 1098	 17.5840	  0.9700	   3.624	 219.795
 1099	 17.5840	  0.9720	   3.627	 219.995
 1100	 17.5880	  0.9760	   3.631	 220.195
 1101	 17.5880	  0.9780	   3.634	 220.395
 1102	 17.5880	  0.9820	   3.637	 220.595
 1103	 17.5920	  0.9840	   3.641	 220.795
 1104	 17.5920	  0.9880	   3.644	 220.995
 1105	 17.5960	  0.9900	   3.647	 221.195
 1106	 17.5960	  0.9940	   3.650	 221.395
