0
Diameter:	   5.00
   1.00
Area:	  19.6350
GaugeLength:	  50.00
2016-4-13
1020
001
DataNumber:	4830
index	Load(kN)	Defor(mm)	Stroke(mm)	Time(s)
 3674	 10.0280	  9.4255	  12.050	 734.995
 3675	 10.0280	  9.4293	  12.054	 735.195
 3676	 10.0280	  9.4330	  12.057	 735.395
 3677	 10.0280	  9.4355	  12.060	 735.595
 3678	 10.0280	  9.4393	  12.064	 735.795
 3679	 10.0280	  9.4430	  12.068	 735.995
 3680	 10.0320	  9.4468	  12.071	 736.195
 3681	 10.0280	  9.4493	  12.074	 736.395
 3682	 10.0280	  9.4530	  12.077	 736.595
 3683	 10.0280	  9.4568	  12.081	 736.795
 3684	 10.0280	  9.4593	  12.084	 736.995
 3685	 10.0280	  9.4630	  12.087	 737.195
 3686	 10.0320	  9.4668	  12.091	 737.395
 3687	 10.0280	  9.4693	  12.094	 737.595
 3688	 10.0280	  9.4730	  12.097	 737.795
 3689	 10.0280	  9.4768	  12.101	 737.995
 3690	 10.0280	  9.4793	  12.104	 738.195
 3691	 10.0280	  9.4830	  12.108	 738.395
 3692	 10.0280	  9.4868	  12.111	 738.595
 3693	 10.0280	  9.4905	  12.115	 738.795
 3694	 10.0280	  9.4930	  12.117	 738.995
 3695	 10.0280	  9.4968	  12.121	 739.195
 3696	 10.0240	  9.5005	  12.125	 739.395
 3697	 10.0240	  9.5030	  12.127	 739.595
 3698	 10.0240	  9.5068	  12.131	 739.795
 3699	 10.0280	  9.5105	  12.135	 739.995
 3700	 10.0280	  9.5130	  12.137	 740.195
 3701	 10.0280	  9.5168	  12.141	 740.395
 3702	 10.0280	  9.5205	  12.145	 740.595
 3703	 10.0280	  9.5230	  12.148	 740.795
 3704	 10.0280	  9.5268	  12.151	 740.995
 3705	 10.0240	  9.5305	  12.155	 741.195
 3706	 10.0240	  9.5330	  12.157	 741.395
 3707	 10.0280	  9.5368	  12.161	 741.595
 3708	 10.0280	  9.5405	  12.165	 741.795
 3709	 10.0240	  9.5430	  12.167	 741.995
 3710	 10.0280	  9.5468	  12.171	 742.195
 3711	 10.0280	  9.5505	  12.175	 742.395
 3712	 10.0280	  9.5543	  12.179	 742.595
 3713	 10.0280	  9.5568	  12.181	 742.795
 3714	 10.0240	  9.5605	  12.185	 742.995
 3715	 10.0280	  9.5643	  12.189	 743.195
 3716	 10.0280	  9.5668	  12.191	 743.395
 3717	 10.0240	  9.5705	  12.195	 743.595
 3718	 10.0240	  9.5743	  12.199	 743.795
 3719	 10.0280	  9.5768	  12.201	 743.995
 3720	 10.0280	  9.5805	  12.205	 744.195
 3721	 10.0280	  9.5843	  12.209	 744.395
 3722	 10.0280	  9.5868	  12.211	 744.595
 3723	 10.0280	  9.5905	  12.215	 744.795
 3724	 10.0280	  9.5943	  12.219	 744.995
 3725	 10.0280	  9.5968	  12.221	 745.195
 3726	 10.0240	  9.6005	  12.225	 745.395
 3727	 10.0280	  9.6043	  12.229	 745.595
 3728	 10.0240	  9.6068	  12.231	 745.795
 3729	 10.0240	  9.6105	  12.235	 745.995
 3730	 10.0240	  9.6143	  12.239	 746.195
 3731	 10.0280	  9.6180	  12.242	 746.395
 3732	 10.0240	  9.6205	  12.245	 746.595
 3733	 10.0280	  9.6243	  12.249	 746.795
 3734	 10.0240	  9.6280	  12.252	 746.995
 3735	 10.0280	  9.6305	  12.255	 747.195
 3736	 10.0240	  9.6343	  12.259	 747.395
 3737	 10.0240	  9.6380	  12.262	 747.595
 3738	 10.0240	  9.6405	  12.265	 747.795
 3739	 10.0240	  9.6443	  12.269	 747.995
 3740	 10.0240	  9.6480	  12.273	 748.195
 3741	 10.0240	  9.6518	  12.276	 748.395
 3742	 10.0240	  9.6543	  12.279	 748.595
 3743	 10.0240	  9.6580	  12.282	 748.795
 3744	 10.0240	  9.6618	  12.286	 748.995
 3745	 10.0240	  9.6643	  12.289	 749.195
 3746	 10.0240	  9.6680	  12.292	 749.395
 3747	 10.0240	  9.6718	  12.296	 749.595
 3748	 10.0240	  9.6743	  12.299	 749.795
 3749	 10.0240	  9.6780	  12.302	 749.995
 3750	 10.0240	  9.6818	  12.306	 750.195
 3751	 10.0240	  9.6843	  12.309	 750.395
 3752	 10.0240	  9.6880	  12.312	 750.595
 3753	 10.0240	  9.6918	  12.316	 750.795
 3754	 10.0200	  9.6955	  12.320	 750.995
 3755	 10.0200	  9.6980	  12.322	 751.195
 3756	 10.0240	  9.7018	  12.326	 751.395
 3757	 10.0240	  9.7055	  12.330	 751.595
 3758	 10.0240	  9.7080	  12.332	 751.795
 3759	 10.0240	  9.7118	  12.336	 751.995
 3760	 10.0240	  9.7155	  12.340	 752.195
 3761	 10.0240	  9.7180	  12.342	 752.395
 3762	 10.0240	  9.7218	  12.346	 752.595
 3763	 10.0240	  9.7255	  12.350	 752.795
 3764	 10.0200	  9.7280	  12.352	 752.995
 3765	 10.0200	  9.7318	  12.356	 753.195
 3766	 10.0200	  9.7355	  12.360	 753.395
 3767	 10.0200	  9.7380	  12.363	 753.595
 3768	 10.0200	  9.7418	  12.366	 753.795
 3769	 10.0200	  9.7455	  12.370	 753.995
 3770	 10.0200	  9.7480	  12.372	 754.195
 3771	 10.0200	  9.7518	  12.376	 754.395
 3772	 10.0200	  9.7555	  12.380	 754.595
 3773	 10.0200	  9.7580	  12.382	 754.795
 3774	 10.0240	  9.7618	  12.386	 754.995
 3775	 10.0200	  9.7655	  12.390	 755.195
 3776	 10.0200	  9.7693	  12.394	 755.395
 3777	 10.0200	  9.7718	  12.396	 755.595
 3778	 10.0200	  9.7755	  12.400	 755.795
 3779	 10.0200	  9.7793	  12.404	 755.995
 3780	 10.0200	  9.7818	  12.406	 756.195
 3781	 10.0200	  9.7855	  12.410	 756.395
 3782	 10.0200	  9.7893	  12.414	 756.595
 3783	 10.0200	  9.7918	  12.416	 756.795
 3784	 10.0200	  9.7955	  12.420	 756.995
 3785	 10.0200	  9.7993	  12.424	 757.195
 3786	 10.0200	  9.8018	  12.426	 757.395
 3787	 10.0200	  9.8055	  12.430	 757.595
 3788	 10.0200	  9.8093	  12.434	 757.795
 3789	 10.0200	  9.8118	  12.436	 757.995
 3790	 10.0200	  9.8155	  12.440	 758.195
 3791	 10.0200	  9.8193	  12.444	 758.395
 3792	 10.0200	  9.8218	  12.446	 758.595
 3793	 10.0200	  9.8255	  12.450	 758.795
 3794	 10.0200	  9.8293	  12.454	 758.995
 3795	 10.0200	  9.8318	  12.456	 759.195
 3796	 10.0200	  9.8355	  12.460	 759.395
 3797	 10.0200	  9.8393	  12.464	 759.595
 3798	 10.0200	  9.8418	  12.466	 759.795
 3799	 10.0200	  9.8455	  12.470	 759.995
 3800	 10.0160	  9.8493	  12.474	 760.195
 3801	 10.0200	  9.8518	  12.476	 760.395
 3802	 10.0200	  9.8555	  12.480	 760.595
 3803	 10.0200	  9.8593	  12.484	 760.795
 3804	 10.0160	  9.8618	  12.486	 760.995
 3805	 10.0160	  9.8655	  12.490	 761.195
 3806	 10.0160	  9.8693	  12.494	 761.395
 3807	 10.0160	  9.8730	  12.497	 761.595
 3808	 10.0160	  9.8755	  12.500	 761.795
 3809	 10.0160	  9.8793	  12.504	 761.995
 3810	 10.0160	  9.8818	  12.506	 762.195
 3811	 10.0160	  9.8855	  12.510	 762.395
 3812	 10.0160	  9.8893	  12.514	 762.595
 3813	 10.0160	  9.8930	  12.517	 762.795
 3814	 10.0160	  9.8955	  12.520	 762.995
 3815	 10.0160	  9.8993	  12.524	 763.195
 3816	 10.0160	  9.9030	  12.528	 763.395
 3817	 10.0160	  9.9055	  12.530	 763.595
 3818	 10.0160	  9.9093	  12.534	 763.795
 3819	 10.0160	  9.9130	  12.537	 763.995
 3820	 10.0160	  9.9155	  12.540	 764.195
 3821	 10.0160	  9.9193	  12.544	 764.395
 3822	 10.0160	  9.9230	  12.547	 764.595
 3823	 10.0160	  9.9255	  12.550	 764.795
 3824	 10.0120	  9.9293	  12.554	 764.995
 3825	 10.0120	  9.9330	  12.557	 765.195
 3826	 10.0120	  9.9355	  12.560	 765.395
 3827	 10.0120	  9.9393	  12.564	 765.595
 3828	 10.0120	  9.9430	  12.568	 765.795
 3829	 10.0120	  9.9455	  12.570	 765.995
 3830	 10.0120	  9.9493	  12.574	 766.195
 3831	 10.0120	  9.9530	  12.577	 766.395
 3832	 10.0120	  9.9555	  12.580	 766.595
 3833	 10.0120	  9.9593	  12.584	 766.795
 3834	 10.0120	  9.9630	  12.587	 766.995
 3835	 10.0120	  9.9655	  12.590	 767.195
 3836	 10.0120	  9.9693	  12.594	 767.395
 3837	 10.0120	  9.9730	  12.597	 767.595
 3838	 10.0120	  9.9755	  12.600	 767.795
 3839	 10.0080	  9.9793	  12.604	 767.995
 3840	 10.0080	  9.9830	  12.608	 768.195
 3841	 10.0080	  9.9855	  12.610	 768.395
 3842	 10.0120	  9.9893	  12.614	 768.595
 3843	 10.0120	  9.9930	  12.617	 768.795
 3844	 10.0120	  9.9955	  12.620	 768.995
 3845	 10.0080	  9.9993	  12.624	 769.195
 3846	 10.0120	 10.0030	  12.627	 769.395
 3847	 10.0080	 10.0055	  12.630	 769.595
 3848	 10.0080	 10.0093	  12.634	 769.795
 3849	 10.0120	 10.0118	  12.636	 769.995
 3850	 10.0080	 10.0155	  12.640	 770.195
 3851	 10.0080	 10.0193	  12.644	 770.395
 3852	 10.0080	 10.0218	  12.646	 770.595
 3853	 10.0080	 10.0255	  12.650	 770.795
 3854	 10.0080	 10.0280	  12.653	 770.995
 3855	 10.0080	 10.0318	  12.656	 771.195
 3856	 10.0080	 10.0343	  12.659	 771.395
 3857	 10.0080	 10.0380	  12.662	 771.595
 3858	 10.0080	 10.0405	  12.665	 771.795
 3859	 10.0040	 10.0443	  12.669	 771.995
 3860	 10.0040	 10.0468	  12.671	 772.195
 3861	 10.0040	 10.0505	  12.675	 772.395
 3862	 10.0040	 10.0543	  12.679	 772.595
 3863	 10.0040	 10.0568	  12.681	 772.795
 3864	 10.0040	 10.0605	  12.685	 772.995
 3865	 10.0040	 10.0630	  12.688	 773.195
 3866	 10.0040	 10.0668	  12.691	 773.395
 3867	 10.0040	 10.0705	  12.695	 773.595
 3868	 10.0040	 10.0730	  12.697	 773.795
 3869	 10.0040	 10.0768	  12.701	 773.995
 3870	 10.0040	 10.0793	  12.704	 774.195
 3871	 10.0040	 10.0830	  12.707	 774.395
 3872	 10.0040	 10.0855	  12.710	 774.595
 3873	 10.0000	 10.0893	  12.714	 774.795
 3874	 10.0000	 10.0918	  12.716	 774.995
 3875	 10.0000	 10.0955	  12.720	 775.195
 3876	 10.0000	 10.0993	  12.724	 775.395
 3877	 10.0040	 10.1018	  12.726	 775.595
 3878	 10.0000	 10.1055	  12.730	 775.795
 3879	 10.0000	 10.1080	  12.733	 775.995
 3880	 10.0000	 10.1118	  12.736	 776.195
 3881	 10.0000	 10.1143	  12.739	 776.395
 3882	 10.0000	 10.1180	  12.742	 776.595
 3883	 10.0000	 10.1205	  12.745	 776.795
 3884	 10.0000	 10.1243	  12.749	 776.995
 3885	  9.9960	 10.1268	  12.751	 777.195
 3886	  9.9960	 10.1305	  12.755	 777.395
 3887	  9.9960	 10.1330	  12.757	 777.595
 3888	  9.9960	 10.1368	  12.761	 777.795
 3889	  9.9960	 10.1393	  12.764	 777.995
 3890	  9.9960	 10.1430	  12.767	 778.195
 3891	  9.9960	 10.1455	  12.770	 778.395
 3892	  9.9960	 10.1493	  12.774	 778.595
 3893	  9.9960	 10.1518	  12.776	 778.795
 3894	  9.9960	 10.1555	  12.780	 778.995
 3895	  9.9960	 10.1580	  12.782	 779.195
 3896	  9.9960	 10.1618	  12.786	 779.395
 3897	  9.9960	 10.1643	  12.789	 779.595
 3898	  9.9960	 10.1680	  12.792	 779.795
 3899	  9.9920	 10.1705	  12.795	 779.995
 3900	  9.9920	 10.1743	  12.799	 780.195
 3901	  9.9920	 10.1780	  12.802	 780.395
 3902	  9.9920	 10.1805	  12.805	 780.595
 3903	  9.9920	 10.1843	  12.809	 780.795
 3904	  9.9920	 10.1868	  12.811	 780.995
 3905	  9.9880	 10.1905	  12.815	 781.195
 3906	  9.9920	 10.1930	  12.818	 781.395
 3907	  9.9920	 10.1968	  12.821	 781.595
 3908	  9.9920	 10.1993	  12.824	 781.795
 3909	  9.9880	 10.2030	  12.827	 781.995
 3910	  9.9880	 10.2055	  12.830	 782.195
 3911	  9.9880	 10.2093	  12.834	 782.395
 3912	  9.9880	 10.2118	  12.836	 782.595
 3913	  9.9880	 10.2155	  12.840	 782.795
 3914	  9.9840	 10.2180	  12.842	 782.995
 3915	  9.9880	 10.2218	  12.846	 783.195
 3916	  9.9840	 10.2243	  12.849	 783.395
 3917	  9.9880	 10.2280	  12.852	 783.595
 3918	  9.9880	 10.2318	  12.856	 783.795
 3919	  9.9840	 10.2343	  12.859	 783.995
 3920	  9.9840	 10.2380	  12.862	 784.195
 3921	  9.9840	 10.2405	  12.865	 784.395
 3922	  9.9840	 10.2443	  12.869	 784.595
 3923	  9.9840	 10.2468	  12.871	 784.795
 3924	  9.9840	 10.2505	  12.875	 784.995
 3925	  9.9840	 10.2530	  12.877	 785.195
 3926	  9.9800	 10.2568	  12.881	 785.395
 3927	  9.9800	 10.2593	  12.884	 785.595
 3928	  9.9800	 10.2630	  12.887	 785.795
 3929	  9.9760	 10.2655	  12.890	 785.995
 3930	  9.9800	 10.2693	  12.894	 786.195
 3931	  9.9800	 10.2730	  12.898	 786.395
 3932	  9.9760	 10.2755	  12.900	 786.595
 3933	  9.9760	 10.2793	  12.904	 786.795
 3934	  9.9760	 10.2818	  12.906	 786.995
 3935	  9.9760	 10.2855	  12.910	 787.195
 3936	  9.9760	 10.2880	  12.912	 787.395
 3937	  9.9720	 10.2918	  12.916	 787.595
 3938	  9.9720	 10.2943	  12.919	 787.795
 3939	  9.9760	 10.2980	  12.922	 787.995
 3940	  9.9720	 10.3005	  12.925	 788.195
 3941	  9.9720	 10.3043	  12.929	 788.395
 3942	  9.9720	 10.3068	  12.931	 788.595
 3943	  9.9720	 10.3105	  12.935	 788.795
 3944	  9.9720	 10.3130	  12.938	 788.995
 3945	  9.9720	 10.3168	  12.941	 789.195
 3946	  9.9680	 10.3193	  12.944	 789.395
 3947	  9.9680	 10.3230	  12.947	 789.595
 3948	  9.9680	 10.3255	  12.950	 789.795
 3949	  9.9680	 10.3293	  12.954	 789.995
 3950	  9.9680	 10.3330	  12.957	 790.195
 3951	  9.9640	 10.3355	  12.960	 790.395
 3952	  9.9680	 10.3393	  12.964	 790.595
 3953	  9.9640	 10.3418	  12.966	 790.795
 3954	  9.9640	 10.3455	  12.970	 790.995
 3955	  9.9640	 10.3480	  12.972	 791.195
 3956	  9.9640	 10.3518	  12.976	 791.395
 3957	  9.9640	 10.3543	  12.979	 791.595
 3958	  9.9640	 10.3580	  12.983	 791.795
 3959	  9.9640	 10.3605	  12.985	 791.995
 3960	  9.9640	 10.3643	  12.989	 792.195
 3961	  9.9600	 10.3668	  12.991	 792.395
 3962	  9.9600	 10.3705	  12.995	 792.595
 3963	  9.9600	 10.3730	  12.997	 792.795
 3964	  9.9560	 10.3755	  13.000	 792.995
 3965	  9.9600	 10.3793	  13.004	 793.195
 3966	  9.9560	 10.3830	  13.007	 793.395
 3967	  9.9560	 10.3855	  13.010	 793.595
 3968	  9.9560	 10.3893	  13.014	 793.795
 3969	  9.9560	 10.3918	  13.016	 793.995
 3970	  9.9560	 10.3955	  13.020	 794.195
 3971	  9.9560	 10.3980	  13.023	 794.395
 3972	  9.9560	 10.4018	  13.026	 794.595
 3973	  9.9520	 10.4043	  13.029	 794.795
 3974	  9.9520	 10.4080	  13.032	 794.995
 3975	  9.9520	 10.4105	  13.035	 795.195
 3976	  9.9520	 10.4143	  13.039	 795.395
 3977	  9.9520	 10.4168	  13.041	 795.595
 3978	  9.9520	 10.4193	  13.044	 795.795
 3979	  9.9520	 10.4230	  13.047	 795.995
 3980	  9.9480	 10.4255	  13.050	 796.195
 3981	  9.9480	 10.4293	  13.054	 796.395
 3982	  9.9480	 10.4330	  13.057	 796.595
 3983	  9.9440	 10.4355	  13.060	 796.795
 3984	  9.9440	 10.4393	  13.064	 796.995
 3985	  9.9440	 10.4418	  13.066	 797.195
 3986	  9.9480	 10.4455	  13.070	 797.395
 3987	  9.9440	 10.4480	  13.072	 797.595
 3988	  9.9440	 10.4505	  13.075	 797.795
 3989	  9.9440	 10.4543	  13.079	 797.995
 3990	  9.9440	 10.4580	  13.082	 798.195
 3991	  9.9400	 10.4605	  13.085	 798.395
 3992	  9.9400	 10.4643	  13.089	 798.595
 3993	  9.9400	 10.4668	  13.091	 798.795
 3994	  9.9360	 10.4693	  13.094	 798.995
 3995	  9.9360	 10.4730	  13.097	 799.195
 3996	  9.9360	 10.4755	  13.100	 799.395
 3997	  9.9360	 10.4793	  13.104	 799.595
 3998	  9.9320	 10.4830	  13.108	 799.795
 3999	  9.9360	 10.4855	  13.110	 799.995
 4000	  9.9360	 10.4893	  13.114	 800.195
 4001	  9.9320	 10.4918	  13.116	 800.395
 4002	  9.9320	 10.4943	  13.119	 800.595
 4003	  9.9320	 10.4980	  13.122	 800.795
 4004	  9.9320	 10.5005	  13.125	 800.995
 4005	  9.9280	 10.5043	  13.129	 801.195
 4006	  9.9280	 10.5068	  13.131	 801.395
 4007	  9.9240	 10.5093	  13.134	 801.595
 4008	  9.9240	 10.5130	  13.137	 801.795
 4009	  9.9240	 10.5155	  13.140	 801.995
 4010	  9.9240	 10.5193	  13.144	 802.195
 4011	  9.9240	 10.5218	  13.146	 802.395
 4012	  9.9240	 10.5255	  13.150	 802.595
 4013	  9.9200	 10.5280	  13.153	 802.795
 4014	  9.9200	 10.5305	  13.155	 802.995
 4015	  9.9200	 10.5343	  13.159	 803.195
 4016	  9.9200	 10.5368	  13.161	 803.395
 4017	  9.9160	 10.5405	  13.165	 803.595
 4018	  9.9160	 10.5430	  13.167	 803.795
 4019	  9.9160	 10.5455	  13.170	 803.995
 4020	  9.9160	 10.5493	  13.174	 804.195
 4021	  9.9160	 10.5530	  13.177	 804.395
 4022	  9.9160	 10.5555	  13.180	 804.595
 4023	  9.9120	 10.5593	  13.184	 804.795
 4024	  9.9120	 10.5618	  13.186	 804.995
 4025	  9.9120	 10.5655	  13.190	 805.195
 4026	  9.9120	 10.5693	  13.194	 805.395
 4027	  9.9080	 10.5718	  13.196	 805.595
 4028	  9.9080	 10.5755	  13.200	 805.795
 4029	  9.9080	 10.5793	  13.204	 805.995
 4030	  9.9040	 10.5818	  13.206	 806.195
 4031	  9.9040	 10.5855	  13.210	 806.395
 4032	  9.9040	 10.5893	  13.214	 806.595
 4033	  9.9040	 10.5930	  13.217	 806.795
 4034	  9.9000	 10.5955	  13.220	 806.995
 4035	  9.9000	 10.5993	  13.224	 807.195
 4036	  9.9000	 10.6030	  13.227	 807.395
 4037	  9.8960	 10.6055	  13.230	 807.595
 4038	  9.8960	 10.6093	  13.234	 807.795
 4039	  9.8960	 10.6130	  13.237	 807.995
 4040	  9.8920	 10.6155	  13.240	 808.195
 4041	  9.8960	 10.6193	  13.244	 808.395
 4042	  9.8960	 10.6230	  13.247	 808.595
 4043	  9.8920	 10.6268	  13.251	 808.795
 4044	  9.8920	 10.6305	  13.255	 808.995
 4045	  9.8880	 10.6330	  13.257	 809.195
 4046	  9.8880	 10.6368	  13.261	 809.395
 4047	  9.8880	 10.6405	  13.265	 809.595
 4048	  9.8880	 10.6430	  13.267	 809.795
 4049	  9.8840	 10.6468	  13.271	 809.995
 4050	  9.8840	 10.6505	  13.275	 810.195
 4051	  9.8840	 10.6543	  13.279	 810.395
 4052	  9.8800	 10.6568	  13.281	 810.595
 4053	  9.8800	 10.6605	  13.285	 810.795
 4054	  9.8800	 10.6643	  13.289	 810.995
 4055	  9.8800	 10.6680	  13.292	 811.195
 4056	  9.8760	 10.6705	  13.295	 811.395
 4057	  9.8760	 10.6743	  13.299	 811.595
 4058	  9.8760	 10.6780	  13.302	 811.795
 4059	  9.8720	 10.6805	  13.305	 811.995
 4060	  9.8720	 10.6843	  13.309	 812.195
 4061	  9.8720	 10.6880	  13.312	 812.395
 4062	  9.8680	 10.6918	  13.316	 812.595
 4063	  9.8680	 10.6943	  13.319	 812.795
 4064	  9.8680	 10.6980	  13.322	 812.995
 4065	  9.8680	 10.7018	  13.326	 813.195
 4066	  9.8640	 10.7055	  13.330	 813.395
 4067	  9.8600	 10.7080	  13.332	 813.595
 4068	  9.8640	 10.7118	  13.336	 813.795
 4069	  9.8600	 10.7155	  13.340	 813.995
 4070	  9.8600	 10.7193	  13.344	 814.195
 4071	  9.8600	 10.7218	  13.346	 814.395
 4072	  9.8560	 10.7255	  13.350	 814.595
 4073	  9.8560	 10.7293	  13.354	 814.795
 4074	  9.8560	 10.7330	  13.358	 814.995
 4075	  9.8520	 10.7355	  13.360	 815.195
 4076	  9.8520	 10.7393	  13.364	 815.395
 4077	  9.8520	 10.7430	  13.367	 815.595
 4078	  9.8480	 10.7455	  13.370	 815.795
 4079	  9.8480	 10.7493	  13.374	 815.995
 4080	  9.8440	 10.7530	  13.377	 816.195
 4081	  9.8440	 10.7568	  13.381	 816.395
 4082	  9.8400	 10.7593	  13.384	 816.595
 4083	  9.8440	 10.7630	  13.387	 816.795
 4084	  9.8440	 10.7668	  13.391	 816.995
 4085	  9.8400	 10.7705	  13.395	 817.195
 4086	  9.8400	 10.7730	  13.398	 817.395
 4087	  9.8360	 10.7768	  13.401	 817.595
 4088	  9.8360	 10.7805	  13.405	 817.795
 4089	  9.8360	 10.7843	  13.409	 817.995
 4090	  9.8320	 10.7868	  13.411	 818.195
 4091	  9.8320	 10.7905	  13.415	 818.395
 4092	  9.8280	 10.7943	  13.419	 818.595
 4093	  9.8280	 10.7968	  13.421	 818.795
 4094	  9.8240	 10.8005	  13.425	 818.995
 4095	  9.8240	 10.8043	  13.429	 819.195
 4096	  9.8240	 10.8080	  13.432	 819.395
 4097	  9.8240	 10.8105	  13.435	 819.595
 4098	  9.8200	 10.8143	  13.439	 819.795
 4099	  9.8200	 10.8180	  13.443	 819.995
 4100	  9.8160	 10.8218	  13.446	 820.195
 4101	  9.8160	 10.8243	  13.449	 820.395
 4102	  9.8120	 10.8280	  13.452	 820.595
 4103	  9.8120	 10.8318	  13.456	 820.795
 4104	  9.8120	 10.8355	  13.460	 820.995
 4105	  9.8080	 10.8380	  13.462	 821.195
 4106	  9.8080	 10.8418	  13.466	 821.395
 4107	  9.8080	 10.8455	  13.470	 821.595
 4108	  9.8080	 10.8493	  13.474	 821.795
 4109	  9.8040	 10.8518	  13.476	 821.995
 4110	  9.8040	 10.8555	  13.480	 822.195
 4111	  9.8000	 10.8593	  13.484	 822.395
 4112	  9.8000	 10.8630	  13.487	 822.595
 4113	  9.7960	 10.8655	  13.490	 822.795
 4114	  9.7960	 10.8693	  13.494	 822.995
 4115	  9.7960	 10.8730	  13.497	 823.195
 4116	  9.7920	 10.8755	  13.500	 823.395
 4117	  9.7920	 10.8793	  13.504	 823.595
 4118	  9.7920	 10.8830	  13.507	 823.795
 4119	  9.7880	 10.8868	  13.511	 823.995
 4120	  9.7880	 10.8893	  13.514	 824.195
 4121	  9.7800	 10.8930	  13.517	 824.395
 4122	  9.7840	 10.8968	  13.521	 824.595
 4123	  9.7800	 10.9005	  13.525	 824.795
 4124	  9.7800	 10.9030	  13.528	 824.995
 4125	  9.7800	 10.9068	  13.531	 825.195
 4126	  9.7760	 10.9105	  13.535	 825.395
 4127	  9.7720	 10.9143	  13.539	 825.595
 4128	  9.7720	 10.9168	  13.541	 825.795
 4129	  9.7720	 10.9205	  13.545	 825.995
 4130	  9.7680	 10.9243	  13.549	 826.195
 4131	  9.7680	 10.9280	  13.552	 826.395
 4132	  9.7680	 10.9305	  13.555	 826.595
 4133	  9.7640	 10.9343	  13.559	 826.795
 4134	  9.7640	 10.9380	  13.562	 826.995
 4135	  9.7600	 10.9418	  13.566	 827.195
 4136	  9.7600	 10.9443	  13.569	 827.395
 4137	  9.7560	 10.9480	  13.572	 827.595
 4138	  9.7560	 10.9518	  13.576	 827.795
 4139	  9.7520	 10.9555	  13.580	 827.995
 4140	  9.7520	 10.9580	  13.582	 828.195
 4141	  9.7480	 10.9618	  13.586	 828.395
 4142	  9.7480	 10.9655	  13.590	 828.595
 4143	  9.7440	 10.9693	  13.594	 828.795
 4144	  9.7440	 10.9718	  13.596	 828.995
 4145	  9.7440	 10.9755	  13.600	 829.195
 4146	  9.7400	 10.9793	  13.604	 829.395
 4147	  9.7360	 10.9818	  13.606	 829.595
 4148	  9.7360	 10.9855	  13.610	 829.795
 4149	  9.7360	 10.9893	  13.614	 829.995
 4150	  9.7320	 10.9930	  13.617	 830.195
 4151	  9.7320	 10.9955	  13.620	 830.395
 4152	  9.7280	 10.9993	  13.624	 830.595
 4153	  9.7280	 11.0030	  13.627	 830.795
 4154	  9.7240	 11.0055	  13.630	 830.995
 4155	  9.7240	 11.0093	  13.634	 831.195
 4156	  9.7200	 11.0130	  13.637	 831.395
 4157	  9.7200	 11.0168	  13.641	 831.595
 4158	  9.7160	 11.0193	  13.644	 831.795
 4159	  9.7160	 11.0230	  13.648	 831.995
 4160	  9.7120	 11.0268	  13.651	 832.195
 4161	  9.7120	 11.0305	  13.655	 832.395
 4162	  9.7080	 11.0330	  13.657	 832.595
 4163	  9.7080	 11.0368	  13.661	 832.795
 4164	  9.7040	 11.0405	  13.665	 832.995
 4165	  9.7040	 11.0443	  13.669	 833.195
 4166	  9.7040	 11.0468	  13.671	 833.395
 4167	  9.7000	 11.0505	  13.675	 833.595
 4168	  9.6960	 11.0543	  13.679	 833.795
 4169	  9.6960	 11.0580	  13.682	 833.995
 4170	  9.6960	 11.0605	  13.685	 834.195
 4171	  9.6920	 11.0643	  13.689	 834.395
 4172	  9.6920	 11.0680	  13.693	 834.595
 4173	  9.6880	 11.0705	  13.695	 834.795
 4174	  9.6880	 11.0743	  13.699	 834.995
 4175	  9.6840	 11.0780	  13.702	 835.195
 4176	  9.6800	 11.0818	  13.706	 835.395
 4177	  9.6800	 11.0843	  13.709	 835.595
 4178	  9.6760	 11.0880	  13.712	 835.795
 4179	  9.6760	 11.0918	  13.716	 835.995
 4180	  9.6720	 11.0955	  13.720	 836.195
 4181	  9.6720	 11.0980	  13.722	 836.395
 4182	  9.6680	 11.1018	  13.726	 836.595
 4183	  9.6680	 11.1055	  13.730	 836.795
 4184	  9.6640	 11.1080	  13.733	 836.995
 4185	  9.6600	 11.1118	  13.736	 837.195
 4186	  9.6600	 11.1155	  13.740	 837.395
 4187	  9.6560	 11.1193	  13.744	 837.595
 4188	  9.6560	 11.1218	  13.746	 837.795
 4189	  9.6520	 11.1255	  13.750	 837.995
 4190	  9.6520	 11.1293	  13.754	 838.195
 4191	  9.6520	 11.1330	  13.757	 838.395
 4192	  9.6480	 11.1355	  13.760	 838.595
 4193	  9.6440	 11.1393	  13.764	 838.795
 4194	  9.6440	 11.1430	  13.767	 838.995
 4195	  9.6400	 11.1455	  13.770	 839.195
 4196	  9.6360	 11.1493	  13.774	 839.395
 4197	  9.6360	 11.1530	  13.778	 839.595
 4198	  9.6320	 11.1568	  13.781	 839.795
 4199	  9.6320	 11.1593	  13.784	 839.995
 4200	  9.6280	 11.1630	  13.787	 840.195
 4201	  9.6280	 11.1668	  13.791	 840.395
 4202	  9.6240	 11.1705	  13.795	 840.595
 4203	  9.6200	 11.1730	  13.797	 840.795
 4204	  9.6200	 11.1768	  13.801	 840.995
 4205	  9.6160	 11.1805	  13.805	 841.195
 4206	  9.6160	 11.1843	  13.809	 841.395
 4207	  9.6160	 11.1868	  13.811	 841.595
